CLAVE UR,SERIE,BN CARTA,BN OFICIO,BN DC,COLOR CARTA,COLOR OFICIO,ENVIAR,COPIAR
UR-114,PHBTT06035,350,0,0,0,0,0,0
UR-312,PHBTT06036,12,0,0,0,0,0,0
UR-00D,PHBTT06037,0,0,0,0,0,0,0
UR-00D,PHBTT06038,0,0,0,0,0,0,0
UR-413,PHBTT06039,6,0,0,0,0,0,0
UR-00D,PHBTT06045,0,0,0,0,0,0,0
UR-00D,PHBTT06047,0,0,0,0,0,0,0
UR-00D,PHBTT06049,0,0,0,0,0,0,0
UR-00D,PHBTT06051,0,0,0,0,0,0,0
UR-00D,PHBTT06055,0,0,0,0,0,0,0
UR-00D,PHBTT06067,0,0,0,0,0,0,0
UR-00D,PHBTT06070,0,0,0,0,0,0,0
UR-712,PHBTT06072,4,0,0,0,0,0,0
UR-00D,PHBTT06077,0,0,0,0,0,0,0
UR-00D,PHBTT06078,0,0,0,0,0,0,0
UR-00D,PHBTT06079,0,0,0,0,0,0,0
UR-00D,PHBTT06080,0,0,0,0,0,0,0
UR-00D,PHBTT06082,0,0,0,0,0,0,0
UR-00D,PHBTT06083,0,0,0,0,0,0,0
UR-611,PHBTT06084,6,0,0,0,0,0,0
UR-00D,PHBTT06086,0,0,0,0,0,0,0
UR-312,PHBTT06090,7,0,0,0,0,0,0
UR-00D,PHBTT06108,0,0,0,0,0,0,0
UR-00D,PHBTT06111,0,0,0,0,0,0,0
UR-514,PHBTT06122,8,0,0,0,0,0,0
UR-712,PHBTT06124,8,0,0,0,0,0,0
UR-00D,PHBTT06125,0,0,0,0,0,0,0
UR-00D,PHBTT06126,0,0,0,0,0,0,0
UR-312,PHBTT06127,100,0,0,0,0,0,0
UR-514,PHBTT06128,150,0,0,0,0,0,0
UR-00D,PHBTT06129,0,0,0,0,0,0,0
UR-00D,PHBTT06131,0,0,0,0,0,0,0
UR-00D,PHBTT06132,0,0,0,0,0,0,0
UR-313,PHBTT06133,23,0,0,0,0,0,0
UR-00D,PHBTT06135,0,0,0,0,0,0,0
UR-00D,PHBTT06137,0,0,0,0,0,0,0
UR-00D,PHBTT06158,0,0,0,0,0,0,0
UR-00D,PHBTT06163,0,0,0,0,0,0,0
UR-00D,PHBTT06165,0,0,0,0,0,0,0
UR-00D,PHBTT06166,0,0,0,0,0,0,0
UR-00D,PHBTT06168,0,0,0,0,0,0,0
UR-00D,PHBTT06175,0,0,0,0,0,0,0
UR-00D,PHBTT06192,0,0,0,0,0,0,0
UR-00D,PHBTT06193,0,0,0,0,0,0,0
UR-00D,PHBTT06205,0,0,0,0,0,0,0
UR-00D,PHBTT06206,0,0,0,0,0,0,0
UR-00D,PHBTT06207,0,0,0,0,0,0,0
UR-00D,PHBTT06208,0,0,0,0,0,0,0
UR-211,PHBTT06209,5,0,0,0,0,0,0
UR-00D,PHBTT06210,0,0,0,0,0,0,0
UR-312,PHBTT06211,635,0,0,0,0,0,0
UR-00D,PHBTT06212,0,0,0,0,0,0,0
UR-00D,PHBTT06213,0,0,0,0,0,0,0
UR-00D,PHBTT06216,0,0,0,0,0,0,0
UR-211,PHBTT06218,145,0,0,0,0,0,0
UR-00D,PHBTT06219,0,0,0,0,0,0,0
UR-00D,PHBTT06220,0,0,0,0,0,0,0
UR-00D,PHBTT06221,0,0,0,0,0,0,0
UR-00D,PHBTT06222,0,0,0,0,0,0,0
UR-00D,PHBTT06224,0,0,0,0,0,0,0
UR-00D,PHBTT06225,0,0,0,0,0,0,0
UR-00D,PHBTT06226,0,0,0,0,0,0,0
UR-00D,PHBTT06227,0,0,0,0,0,0,0
UR-311,PHBTT06229,136,0,0,0,0,0,0
UR-140,PHBTT06230,114,0,0,0,0,0,0
UR-00D,PHBTT06231,0,0,0,0,0,0,0
UR-150,PHBTT06232,83,0,0,0,0,0,0
UR-143,PHBTT06233,68,0,0,0,0,0,0
UR-151,PHBTT06235,16,0,0,0,0,0,0
UR-145,PHBTT06236,45,0,0,0,0,0,0
UR-00D,PHBTT06237,0,0,0,0,0,0,0
UR-00D,PHBTT06238,0,0,0,0,0,0,0
UR-139,PHBTT06239,15,0,0,0,0,0,0
UR-136,PHBTT06242,97,0,0,0,0,0,0
UR-00D,PHBTT06243,0,0,0,0,0,0,0
UR-00D,PHBTT06245,0,0,0,0,0,0,0
UR-00D,PHBTT06246,0,0,0,0,0,0,0
UR-00D,PHBTT06247,0,0,0,0,0,0,0
UR-00D,PHBTT06249,0,0,0,0,0,0,0
UR-00D,PHBTT06366,0,0,0,0,0,0,0
UR-00D,PHBTT06405,0,0,0,0,0,0,0
UR-00D,PHBTT06406,0,0,0,0,0,0,0
UR-00D,PHBTT06407,0,0,0,0,0,0,0
UR-114,PHBTT06409,55,0,0,0,0,0,0
UR-00D,PHBTT06410,0,0,0,0,0,0,0
UR-00D,PHBTT06411,0,0,0,0,0,0,0
UR-00D,PHBTT06412,0,0,0,0,0,0,0
UR-00D,PHBTT06413,0,0,0,0,0,0,0
UR-00D,PHBTT06414,0,0,0,0,0,0,0
UR-00D,PHBTT06415,0,0,0,0,0,0,0
UR-00D,PHBTT06416,0,0,0,0,0,0,0
UR-514,PHBTT06417,646,0,0,0,0,0,0
UR-00D,PHBTT06418,0,0,0,0,0,0,0
UR-00D,PHBTT06419,0,0,0,0,0,0,0
UR-00D,PHBTT06420,0,0,0,0,0,0,0
UR-00D,PHBTT06422,0,0,0,0,0,0,0
UR-00D,PHBTT06423,0,0,0,0,0,0,0
UR-00D,PHBTT06424,0,0,0,0,0,0,0
UR-00D,PHBTT06426,0,0,0,0,0,0,0
UR-00D,PHBTT06427,0,0,0,0,0,0,0
UR-00D,PHBTT06428,0,0,0,0,0,0,0
UR-114,PHBTT06430,96,0,0,0,0,0,0
UR-00D,PHBTT06432,0,0,0,0,0,0,0
UR-00D,PHBTT06433,0,0,0,0,0,0,0
UR-00D,PHBTT06434,0,0,0,0,0,0,0
UR-00D,PHBTT06435,0,0,0,0,0,0,0
UR-00D,PHBTT06436,0,0,0,0,0,0,0
UR-00D,PHBTT06437,0,0,0,0,0,0,0
UR-00D,PHBTT06439,0,0,0,0,0,0,0
UR-00D,PHBTT06688,0,0,0,0,0,0,0
UR-00D,PHBTT06689,0,0,0,0,0,0,0
UR-00D,PHBTT06690,0,0,0,0,0,0,0
UR-712,PHBTT06691,38,0,0,0,0,0,0
UR-00D,PHBTT06692,0,0,0,0,0,0,0
UR-00D,PHBTT06693,0,0,0,0,0,0,0
UR-00D,PHBTT06694,0,0,0,0,0,0,0
UR-00D,PHBTT06695,0,0,0,0,0,0,0
UR-00D,PHBTT06696,0,0,0,0,0,0,0
UR-00D,PHBTT06697,0,0,0,0,0,0,0
UR-00D,PHBTT06698,0,0,0,0,0,0,0
UR-00D,PHBTT06700,0,0,0,0,0,0,0
UR-00D,PHBTT06743,0,0,0,0,0,0,0
UR-00D,PHBTT06746,0,0,0,0,0,0,0
UR-712,PHBTT06754,42,0,0,0,0,0,0
UR-00D,PHBTT06759,0,0,0,0,0,0,0
UR-00D,PHBTT06760,0,0,0,0,0,0,0
UR-00D,PHBTT06762,0,0,0,0,0,0,0
UR-114,PHBTT06763,132,0,0,0,0,0,0
UR-00D,PHBTT06765,0,0,0,0,0,0,0
UR-00D,PHBTT06767,0,0,0,0,0,0,0
UR-00D,PHBTT06768,0,0,0,0,0,0,0
UR-00D,PHBTT06769,0,0,0,0,0,0,0
UR-00D,PHBTT06770,0,0,0,0,0,0,0
UR-00D,PHBTT06771,0,0,0,0,0,0,0
UR-00D,PHBTT06772,0,0,0,0,0,0,0
UR-00D,PHBTT06774,0,0,0,0,0,0,0
UR-00D,PHBTT06776,0,0,0,0,0,0,0
UR-00D,PHBTT06786,0,0,0,0,0,0,0
UR-00D,PHBTT07106,0,0,0,0,0,0,0
UR-00D,PHBTT07126,0,0,0,0,0,0,0
UR-124,PHBTT07127,68,0,0,0,0,0,0
UR-173,PHBTT07128,5,0,0,0,0,0,0
UR-00D,PHBTT07130,0,0,0,0,0,0,0
UR-00D,PHBTT07131,0,0,0,0,0,0,0
UR-00D,PHBTT07142,0,0,0,0,0,0,0
UR-00D,PHBTT07146,0,0,0,0,0,0,0
UR-133,PHBTT07147,37,0,0,0,0,0,0
UR-00D,PHBTT07150,0,0,0,0,0,0,0
UR-00D,PHBTT07152,0,0,0,0,0,0,0
UR-00D,PHBTT07153,0,0,0,0,0,0,0
UR-00D,PHBTT07154,0,0,0,0,0,0,0
UR-00D,PHBTT07155,0,0,0,0,0,0,0
UR-148,PHBTT07158,83,0,0,0,0,0,0
UR-00D,PHBTT07159,0,0,0,0,0,0,0
UR-00D,PHBTT07162,0,0,0,0,0,0,0
UR-00D,PHBTT07163,0,0,0,0,0,0,0
UR-00D,PHBTT07164,0,0,0,0,0,0,0
UR-00D,PHBTT07165,0,0,0,0,0,0,0
UR-00D,PHBTT07166,0,0,0,0,0,0,0
UR-00D,PHBTT07168,0,0,0,0,0,0,0
UR-00D,PHBTT07169,0,0,0,0,0,0,0
UR-00D,PHBTT07170,0,0,0,0,0,0,0
UR-00D,PHBTT07171,0,0,0,0,0,0,0
UR-00D,PHBTT07172,0,0,0,0,0,0,0
UR-00D,PHBTT07173,0,0,0,0,0,0,0
UR-134,PHBTT07174,265,0,0,0,0,0,0
UR-149,PHBTT07351,266,0,0,0,0,0,0
UR-00D,PHBTT07360,0,0,0,0,0,0,0
UR-00D,PHBTT07363,0,0,0,0,0,0,0
UR-114,PHBTT07368,69,0,0,0,0,0,0
UR-138,PHBTT07369,25,0,0,0,0,0,0
UR-613,PHBTT07375,34,0,0,0,0,0,0
UR-00D,PHBTT07379,0,0,0,0,0,0,0
UR-00D,PHBTT07380,0,0,0,0,0,0,0
UR-312,PHBTT07382,42,0,0,0,0,0,0
UR-00D,PHBTT07383,0,0,0,0,0,0,0
UR-00D,PHBTT07384,0,0,0,0,0,0,0
UR-141,PHBTT07385,184,0,0,0,0,0,0
UR-00D,PHBTT07386,0,0,0,0,0,0,0
UR-135,PHBTT07394,418,0,0,0,0,0,0
UR-00D,PHBTT07479,0,0,0,0,0,0,0
UR-00D,PHBTT07486,0,0,0,0,0,0,0
UR-126,PHBTT07499,165,0,0,0,0,0,0
UR-611,PHBTT07517,42,0,0,0,0,0,0
UR-00D,PHBTT07518,0,0,0,0,0,0,0
UR-00D,PHBTT07529,0,0,0,0,0,0,0
UR-00D,PHBTT07538,0,0,0,0,0,0,0
UR-127,PHBTT07543,159,0,0,0,0,0,0
UR-00D,PHBTT07545,0,0,0,0,0,0,0
UR-121,PHBTT07546,38,0,0,0,0,0,0
UR-00D,PHBTT07547,0,0,0,0,0,0,0
UR-00D,PHBTT07548,0,0,0,0,0,0,0
UR-00D,PHBTT07549,0,0,0,0,0,0,0
UR-00D,PHBTT07550,0,0,0,0,0,0,0
UR-311,PHBTT07551,255,0,0,0,0,0,0
UR-611,PHBTT07552,39,0,0,0,0,0,0
UR-00D,PHBTT07553,0,0,0,0,0,0,0
UR-611,PHBTT07555,14,0,0,0,0,0,0
UR-00D,PHBTT07556,0,0,0,0,0,0,0
UR-00D,PHBTT07557,0,0,0,0,0,0,0
UR-211,PHBTT07558,85,0,0,0,0,0,0
UR-611,PHBTT07559,5,0,0,0,0,0,0
UR-00D,PHBTT07560,0,0,0,0,0,0,0
UR-211,PHBTT07561,429,0,0,0,0,0,0
UR-00D,PHBTT07563,0,0,0,0,0,0,0
UR-00D,PHBTT07564,0,0,0,0,0,0,0
UR-00D,PHBTT07568,0,0,0,0,0,0,0
UR-514,PHBTT07570,48,0,0,0,0,0,0
UR-00D,PHBTT07571,0,0,0,0,0,0,0
UR-00D,PHBTT07572,0,0,0,0,0,0,0
UR-00D,PHBTT07722,0,0,0,0,0,0,0
UR-00D,PHBTT07733,0,0,0,0,0,0,0
UR-00D,PHBTT07734,0,0,0,0,0,0,0
UR-00D,PHBTT07736,0,0,0,0,0,0,0
UR-00D,PHBTT07737,0,0,0,0,0,0,0
UR-00D,PHBTT07742,0,0,0,0,0,0,0
UR-00D,PHBTT07743,0,0,0,0,0,0,0
UR-00D,PHBTT07744,0,0,0,0,0,0,0
UR-00D,PHBTT07745,0,0,0,0,0,0,0
UR-00D,PHBTT07747,0,0,0,0,0,0,0
UR-514,PHBTT07748,27,0,0,0,0,0,0
UR-118,PHBTT07749,16,0,0,0,0,0,0
UR-00D,PHBTT07750,0,0,0,0,0,0,0
UR-00D,PHBTT07751,0,0,0,0,0,0,0
UR-00D,PHBTT07752,0,0,0,0,0,0,0
UR-00D,PHBTT07754,0,0,0,0,0,0,0
UR-00D,PHCCP2H0GP,0,0,0,0,0,0,0
UR-00D,PHCCP2H0ST,0,0,0,0,0,0,0
UR-00D,PHCCP2H0TL,0,0,0,0,0,0,0
UR-300,PHCCP2H0TR,59,5,0,0,0,0,0
UR-00D,PHCCP2H0TX,0,0,0,0,0,0,0
UR-00D,PHCCP2H0TZ,0,0,0,0,0,0,0
UR-710,PHCCP2H0V0,1171,0,0,0,0,0,0
UR-00D,PHCCP2H0V3,0,0,0,0,0,0,0
UR-00D,PHCCP2H0V4,0,0,0,0,0,0,0
UR-00D,PHCCP2H0V9,0,0,0,0,0,0,0
UR-311,PHCCP2H0VC,581,0,0,0,0,0,0
UR-00D,PHCCP2H0VD,0,0,0,0,0,0,0
UR-611,PHCCP2H0VH,433,0,0,0,0,0,0
UR-00D,PHCCP2H0VL,0,0,0,0,0,0,0
UR-00D,PHCCP2H0VP,0,0,0,0,0,0,0
UR-00D,PHCCP2H0VS,0,0,0,0,0,0,0
UR-N00,PHCCP2H0VY,1331,0,0,0,0,0,0
UR-00D,PHCCP2H0W0,0,0,0,0,0,0,0
UR-00D,PHCCP2H0W2,0,0,0,0,0,0,0
UR-00D,PHCCP2H0W4,0,0,0,0,0,0,0
UR-211,PHCCP2H0W6,282,0,0,0,0,0,0
UR-712,PHCCP2H0WC,401,0,0,0,0,0,0
UR-511,PHCCP2H0WG,805,0,0,0,0,0,0
UR-114,PHCCP2H0WJ,3,0,0,0,0,0,0
UR-00D,PHCCP2H0WM,0,0,0,0,0,0,0
UR-00D,PHCCP2H0WP,0,0,0,0,0,0,0
UR-00D,PHCCP2H0WT,0,0,0,0,0,0,0
UR-00D,PHCCP2H0WX,0,0,0,0,0,0,0
UR-00D,VNB3D48970,0,0,0,0,0,0,0
UR-00D,VNB3D48979,0,0,0,0,0,0,0
UR-00D,VNB3L33282,0,0,0,0,0,0,0
UR-00D,MXSC185H1K,,,,,,,
UR-00D,MXSCMCJ0CC,,,,,,,
UR-00D,MXSCN2R223,,,,,,,
UR-00D,MXSCN3B0ZM,,,,,,,
UR-00D,MXSCNC12QH,,,,,,,
UR-00D,MXSCNCY0S4,,,,,,,
UR-00D,MXSCNCY0SN,,,,,,,
UR-00D,MXSCND214V,,,,,,,
UR-00D,MXSCNDP2LF,,,,,,,
